Location,test_text
嘉義市立文化中心,"文化中心現有博物館、圖書館、音樂廳等三棟建物，加上美麗精緻的庭園、整個文化園區佔地五千多坪。博物館地下室為嘉義市交趾陶館，一至四樓設有各類展覽室。圖書館規劃有閱覽室、視聽室、書庫。音樂廳配置專用座椅，可容1,113席，舞臺布幕以國畫大師林玉山作品「蓮池」為圖案，使用綢緞以手工編織。音樂廳北側水池，在日治時代配合阿里山鐵路運輸，做為浸貯木材之用，又名「杉池」，當時池旁植樹，濃蔭蔽天，垂釣林下，悠然自得，「檜沼垂綸」曾為諸羅八景之一。"
錦屏溫泉,"錦屏溫泉區位於新竹縣尖石鄉錦屏村，是新興的湯泉區，保留了寧靜的山水，溫泉泉質天然清澈良好，是屬於碳酸氫鈉泉，浸泡、養生皆適宜。附近景點有李棟山古堡及霞喀羅國家步道，風景優美，「原」味十足，值得前往旅遊。除了品嚐甜柿、了解泰雅部落文化及豐富的傳統生態，還可在碳酸氫鈉溫泉的浸潤下，悠然享受放鬆心情，度過一個愉快的週末假日。錦屏大橋 
位於錦屏村部落的入口處，當地懸崖峭壁，地形險要，為推動觀光事業，在峭壁上興建一條明隧道，道上則建造一座泰雅族圖騰人像，外貌酷似原住民手握長矛，出征狩獵，凸顯原住民風格，由於矗立在至高點，一眼望去顯得相當宏偉。"
仁山植物園,"仁山植物園位於中央山脈的最北端，海拔高度約50至500公尺，面積約有100公頃，屬臺灣低海拔亞熱帶東北季風雨林型的氣候；北邊面向蘭陽平原及太平洋，園區後面則依傍著－新寮山及新舊寮瀑布。由於園區距離市區不遠，交通方便，並建設有不錯的登山及休憩設施，時常有民眾到此登山健行。宜蘭縣政府為有效建立園區多元化功能，自 2001 年開始積極規劃園區，期使能成為兼具休閒、生活、生態以及教育的一個植物園。 
"
參山國家風景區-松柏嶺遊客中心,"臺灣中部氣候宜人、景色秀麗，擁有豐富的自然、人文及產業資源，極具發展觀光潛能，因此交通部觀光局將獅頭山、梨山、八卦山3個省級風景區合併為「參山國家風景區」，其行政區含括新竹、苗栗、臺中、彰化、南投等5縣市18鄉鎮市區，總計面積約77,521 公頃，並於民國90年（西元2001年）3月成立「參山國家風景區管理處」，專責轄區觀光旅遊業務。本區饒富多變的地形地貌，高山、湖泊、峽谷、丘陵、瀑布等，造就出令人驚艷的特殊景觀，搭配豐富的動、植物生態，如鳥類、魚類、昆蟲類等，及隨季節更替的花卉與山林景觀，讓本區生意盎然。人文方面，融合客家、閩南、賽夏及泰雅等不同族群，展現多元包容的文化面貌，其所遺留下來的生活文物與傳統習俗，都是極待保存的珍貴資產。此外，歷史悠久的名剎古寺、特色古厝等古蹟建築群，也是本區重要觀光特色，值得細細觀賞、深入瞭解。轄區內除有靜態的景觀、人文之旅外，還有動態的樂活之旅。區內多條步道、自行車道相互串連，不僅是踏青賞景的最佳選擇，也是登山客與車友們的熱門首選，尤其炎炎夏日走在綠蔭相伴的步道內，令人暑氣全消。到了冬天，則是泡湯的好時機，優質的溫泉與設施完善的湯泉會館，是寒冬裡的溫暖享受。本風景區因地理位置佳，氣候條件適宜，擁有優良的土壤、水質，所培育出的農特產，如溫帶水果、高冷蔬菜、茶葉、鱒魚等，鮮甜味美，尤其本區所產的茶更是遠近馳名，從獅頭山的東方美人茶、梨山的高山茶到八卦山的松柏長青茶，一路由北往南茶韻飄香；還有原住民風味餐與客家美食，都是來此必嚐的在地好味道。"
玉山國家公園-南安遊客中心,"玉山國家公園位居臺灣中央地帶，成立於民國74年4月10日，為我國第二座國家公園。區內崇山峻嶺，臺灣三千公尺以上百岳名山有三十座位處其中，有氣勢磅礡、雄偉壯麗者，有奇峰俊秀、自成風格者，美不勝收，為一典型的山岳型國家公園。全區以玉山主峰為中心，延及中央山脈南段部份山系，幅員遼闊，涵括南投、嘉義、高雄、花蓮四縣市，東起馬利加南山、南抵關山、西至楠溪林道、北達郡大山，面積105,490公頃，為全臺灣面積最大的國家公園。同時並涵蓋臺灣中南東三區各大水系的源頭，與下游民生息息相關。由於全園區自海拔3,952公尺的玉山主峰直落至300公尺的拉庫拉庫溪底，氣溫隨著高度上升而遞減，形成溫帶、寒帶兩種氣候型態。除蘊涵有豐富的植物相外，另有豐富的動物及景觀等自然資源孕育其中。園區內豐饒珍貴的自然人文資源屬全民共享，這個環境最重要是給人們一個與大自然接觸的場所，做為心靈休憩、恢復生機的地方，也是留給後世子孫最美好純淨的樂土。因面積廣大分為四大區：
《西北園區》位於玉山園區西北側，包括新中橫公路、塔塔加、東埔、觀高、八通關、玉山主峰及楠溪林道等地區。
《南部園區》位於玉山園區西南部，包括南橫公路沿線、梅山─天池─中之關─埡口、南橫三山及關山等地區。
《東部園區》位於玉山園區東南側，包括南安、山風、瓦拉米、大分及新康山等地區。
《高山核心地區》位為玉山園區東北部及中央地帶，包括大水窟、秀姑巒山、馬博拉斯山、塔芬山、馬西山等地區。而於玉山國家公園管理處、新中橫-塔塔加遊憩區、南橫-梅山遊憩區、瓦拉米-南安遊憩區，分設四座遊客中心，提供各項媒體欣賞、諮詢及解說等各項服務。"
芳苑燈塔,民國72年（西元1983年）設置的芳苑燈塔，位於彰化縣芳苑鄉王功漁港，外表為漆成黑白垂直條紋的八角形燈塔，不僅是全台燈塔中興建時間最晚的燈塔，而且更因當地地層下陷的關係，除了借倉庫高度的台中港燈塔外，為全台唯一塔高高於燈高的燈塔。芳苑燈塔的設置，主要是為了維護彰化沿海漁船及往來於台灣海峽的船隻安全，此地在昔日還可欣賞到彰化頗負盛名的八景之一──王功漁火。
東莒島燈塔,民國前40年（西元1872年）建造的東莒島燈塔，位於福州區東莒島東北角上，塔身為圓形石造，由英國人設計建造，牆身構造分為塔頂與塔身兩部分，塔頂與塔身的比例約為2比3，塔身趨於直筒狀，入口為中國拱式門卷，牆身開設方形窗，塔頂與塔身間的修護平台，以挑簷石層層挑出，再用石灰漿抹出裝飾性的線腳。該塔為國定古蹟。
松山文創園區,松山創意園區，位於臺北市信義區，占地6.6公頃，建於西元1937年，其前身為「臺灣總督府專賣局松山菸草工場」，為臺灣現代化工業廠房的先驅，也是第一座專業的捲菸廠。建築風格屬「日本初現代主義」，形式簡潔典雅，面磚、琉璃及銅釘做工精細，堪稱當時工廠的楷模。1945年戰後，台灣省專賣局接收，更名為「臺灣省專賣局松山菸草工廠」，1998年，因都市空間規劃、公賣改制、需求量下降等因素停產，併入臺北菸廠，正式走入歷史。2001年，臺北市政府將其指定為第99處市定古蹟，園區規劃為:市定古蹟(辦公廳舍、1-5號倉庫、製菸工廠、鍋爐房)、歷史建物(檢查室、機械修理廠、育嬰房)、特色建築(巴洛克花園、生態景觀池、澡堂、多功能展演廳)。近年為活化園區的空間再利用，結合了藝文、文創、設計等展演活動，與台灣創意設計中心合作設置「臺灣設計館」，與國內知名琉璃工房結合琉璃藝術推出「小山堂」，並設有輕食餐廳(位於機械修理廠)，將園區提升為設計及文創產業的基地。
世界宗教博物館,就在臺北市之南、新店溪以東，有一座「世界宗教博物館」。2001年11月於永和太平洋百貨（現為比漾廣場）樓上成立的世界宗教博物館，期許成為認識世界宗教文化、推動「生命教育」的場所。館內運用大量多媒體互動展示，讓觀眾從宗教的藝術表現、文獻經典、音樂、宗教儀式和建築特色等各層面，獲得全方位的了解，體驗宗博館「愛」與「和平」的創館理念。更提供每一位訪客，一生首次與宗教之美邂逅的難忘經驗。從碰觸潔淨的水幕牆進入參觀旅程，宗博館可說是處處充滿「密碼」。展區的「華嚴世界」，營造出仰望天際時的神聖想像與期待；「世界宗教展示大廳」則呈現每個宗教的精神；宗教建築的縮小模型，以精密的技術將建築從外觀到陳設完整重現。「生命之旅廳」呈現人的一生五個階段的生命禮俗；兒童館「愛的星球」，是國內首見以「生命教育」為主題的兒童教育館，以互動裝置、體驗設施，讓小朋友由遊戲、探索的方式，學習愛的真諦。來宗博館，除了認識各種不同的宗教文化，更能獲得身心寧靜；不但好玩也有意義，閒暇時一定要來走走喲！
陽明海洋文化藝術館,陽明海洋文化藝術館以中小學生為主要目標觀眾，引領民眾深入瞭解我國海洋立國的精神及海洋文化藝術的內涵，進而「喜歡海洋、親近海洋、保護海洋、開發海洋、利用海洋」，並配合不同之展示主題，結合周邊文化觀光資源，舉辦相關活動吸引人潮，以「寓教於樂」、「體驗感動」的學習互動方式，帶領民眾探索海洋文化與海洋人文、地理藝術廣袤深層的領域，更以前瞻靈巧、創意經營、多元化的活動，開發商務價值，期許能提昇人民高尚的生活品質與文化水準，創造基隆港都經濟繁榮新的願景。
半邊井,昔日只有富人有能力鑿井的時代，鹿港富人基於愛心，鑿井之時特將井之一半建於門牆外供沒錢鑿井的人自由取水，現雖已廢棄不用，只剩填滿泥土的井口，但仍可充分表現鹿港人「甘霖均霑」的人情味。
嘉義市史蹟資料館,嘉義市史蹟資料館兩棟建物乃日治時期嘉義神社附屬的齋館及社務所，嘉義市史蹟資料館列為市定古蹟，其創建於昭和18年（西元1943年），齋館係前往神社祭祀前齋戒和準備的地方，而社務所為神社行政管理辦公處。 該兩棟建築物屬日本「書院造」的建築形式，使用天花板、紙橫拉門、外廊道等建築要素。而屋頂屬「入母屋式」形式，類似中國傳統的歇山頂，其屋簷、屋脊、破風、垂脊、正脊均使用日式之建築元素。屋身外壁之上端有船形肘木(斗拱)，下半部採「真壁」形式。臺基為低矮干闌式作法，而門窗方面，門多採橫拉門，只有少數屬推拉門；窗則有玻璃橫拉窗固定格柵窗、固定格柵加橫拉玻璃窗，以及紙橫拉窗等四種。齋館、社務所、手水舍，祭器庫等，是日本留下的居住文化代表，且祭器庫有混凝土模倣木作建築的外牆，較為特殊。 齋館建積267平方公尺，社務所建積208平方公尺，兩棟建築物之間有通廊相連，若以中央通廊為連繫軸，則形成頗具規模的整體空間。綜觀該日式「書院造」構造之格局，建築元素與服務機能等形式，在臺閩地區十分稀有，具獨特性，藝術表現優雅，工藝參考價值高。 後經市政府委託專業單位本著「不改變主體架構」、「保留原有外觀造型式樣」、「依原有建築元素復原」、「考量與公園環境配合」等原則，陸續完成建築物的修復建。 民國87年（西元1998年）10月，該兩棟建物經嘉義市政府核定為市定古蹟，並定名為「嘉義市史蹟資料館」。民國90年（西元2001年）9月15日史蹟資料館開館啟用，館內展示有關嘉義的人與嘉義市的事，以過去與現在的時光交錯，呈現各自的風華，藉以激發民眾愛鄉愛家的情懷。史蹟資料館是了解嘉義歷史的最佳處所。認識嘉義，就從參觀史蹟資料館開始。
吳沙故居,距礁溪火車站東南方約 6公里處。吳沙為開發宜蘭的重要功臣，當年宜蘭蠻荒未闢，吳沙率漳、泉、粵三籍漢人來此開墾，初始與噶瑪蘭人常起爭端，後來流行天花疾病，吳沙以藥救助他們，使噶瑪蘭人心生感激，大家終於和平相處，奠定開蘭之基，故被尊為開蘭第一人。其生前到此覺地勢不錯，因而建屋定居，今之吳沙故居雖經過整修，但仍可略見百年古宅的痕跡。屋內供奉有吳沙的牌位和畫像。
彰化孔子廟,清雍正4年（西元1726年）創建，現貌之格局係道光10年（1830年）大修之結果，其中以主殿「大成殿」之建築雕刻最為精美。殿內奉有先賢聖人牌位，正中祀有孔子神龕一座，其上懸掛「道貫古今」、「與天地參」二匾，前為蔣經國先生所題頒；後為清乾隆皇帝所御賜。為臺灣中部文教發展之重要象徵。原規模宏整，除孔廟外，尚有白沙書院、明倫堂等設施，現存大成殿、東廡、西廡、後殿祟聖祠、戟門及櫺星門等。至櫺星門外之禮門、義路、泮池、宮牆等皆毀於日治時期，甚為可惜，現今之彰化孔子廟，僅保留原規模約三分之二，曾於民國67年據原狀重修。
麻豆代天府,因為規模最大、信徒眾多，麻豆代天府被尊崇為全臺王爺總廟。麻豆代天府主祀李、池、吳、朱、范五府千歲，故又稱為「五王廟」。廟宇創建於明末，當時大陸沿岸王船漂流至此，先民於是在此搭寮奉祀，廟名為「保寧宮」，此為麻豆代天府前身。後因當地地理遭到破壞，保寧宮被逼遷建他處，廟號改稱「保安宮」。到民國45年（西元1955年），在地方父老的奔走及信眾的慷慨捐輸下，麻豆代天府終勘定於「保寧宮」的原址。廟內在幾經修整後，改為巍峨宏偉的現代建築，但部分裝飾仍保留傳統的泉州式樣。香火之盛，在臺南僅次於南鯤鯓代天府。雕樑畫棟的麻豆代天府，隨處可見精雕細琢的藝術品。踏入巍峨的廟門，抬頭一望，見到的是泉州式建築的屋脊，屋頂上有著光彩奪目、五光十色的琉璃瓦。大門上樟木雕刻的立體門神，雄偉威嚴，更是其他廟宇所罕見的。在後苑的「五彩觀光巨龍」，是民國68年（西元1979年）斥資近億元興建的，長76公尺，高有7公尺。巨龍內設有天堂、地獄以及水晶宮等景觀，其用意在於勸人「為善去惡」。文物大樓內則陳列著該廟具有歷史意義的各種文物、紀念品。圓形建築的觀音寶殿，有別於一般傳統的廟宇建築。其內所供奉的主神是觀世音大士，四周環繞著光明燈，其中還有一對據聞是世界最高的108層光明燈，十分壯觀。
八通關古道,同治十三年（西元1874年），日本藉口牡丹社番殺害琉球海難漁民，大舉進犯，清廷只得派船政大臣沈葆楨來臺交涉。事後，沈葆楨力主開山撫番，於是兵分三路，自北、中、南三線開闢道路通達東部。中路由林圯埔（南投竹山）經東埔、八通關，到璞石閣（花蓮玉里），於光緒元年（西元1875年）由總兵吳光亮率領飛虎軍，歷時十個多月完成，全長265華里（約152公里），即今所稱「八通關古道」。開闢此路的目的，主要是希望廣招內地漢人至後山（東部）開墾，以充實全島，防範外國人侵擾，但招墾工作成效不彰，對古道少加利用，軍工維護不繼，於光緒十七年（西元1891年）緊縮臺政後，撫番政策名存實亡，八通關古道便逐漸荒沒。之後歷經日人據臺理蕃事業、布農抗日行動等事件，八通關古道訴說著清廷對臺灣經營，見證漢人篳路藍縷以啟山林，也象徵長達十八年連綿不斷的布農抗日行動的英勇事蹟，歷史也在八通關古道的一草一木中一一浮現。
高雄市天文教育館,設立天文台是港都市民共同的期待！也是高雄市天文學會立案迄今，一直努力推動的目標。經過多次的評估，並經羅前局長文基極力爭取，市府於民國87年（西元1998年）核定：配合港和國小之創建，在校舍工程中增加天文教育館的規畫設計，於是有了目前小而巧的規模。其設立的目的簡單而明確：因此，本館定位以天文教學為主，推廣為輔，定名為「天文教育館」。希望本館在有限的資源下所提供設施與服務，能引領您進入天文科學的殿堂，一窺浩瀚宇宙的奧秘！更期盼藉本館營運之雛型與績效，作為以後設立大型天文台（館）之參考。過去我們享有的不多，未來擁有的也許更少；但至今在新世紀的起跑上我們跨出了一大步，有了一個美好的開始，高雄市的天文教育需要您的支持和參與。
蕃薯寮,位於花蓮縣壽豐鄉與豐濱鄉交界處，11號省道 28K處18號橋旁，在此可以觀賞到兩種不同的地質，受蕃薯寮溪溪流的堆積與切割作用，形成溪谷盆地與陡峭峽谷兩種對比的地形景觀，這段陡峭的峽谷，巧奪天工；形勢猶如太魯閣的峽谷，是東海岸地區極為獨特的峽谷景觀區。相傳從前住在此地的居民崇拜勇士，認為能跨越峽谷者，就能成為酋長，當時有許多年輕人奮勇嘗試，卻不幸葬身峽谷，他們所掉落的竹竿，長出竹林，而有「遺勇成林」的故事流傳下來。
東河休閒農場,東河農場位於花東海岸山脈的泰源幽谷內，占地約六百公頃，是行政院國軍退除役官兵輔導委員會臺東農場所轄分場之一，也是行政院人事行政局特約公務人員渡假中心，區內保存完整的動植物生態及天然景觀，登山健行賞鳥露營均合適。農場座落北源村，為泰源幽谷直達花東縱谷的捷徑的必經關口，區內保有完整的動植物生態及天然景觀，在此登山步行、遠眺泰源幽谷盆地、岩洞岩壁景觀，其寧靜的山野，清新的空氣及清澈的水質，值得遊客前往觀賞。
琉球嶼燈塔(白燈塔),民國18年（西元1929年）建造的琉球嶼燈塔，位於屏東縣外海琉球嶼山頂，為白色圓形鋼筋混凝土結構。琉球嶼燈塔是臺灣地區唯一一座由漁會出資建造的燈塔，二次大戰時受損停止發光。民國41年移請海關修復管理。琉球嶼是臺灣附近島嶼中唯一的珊瑚礁島，豐富的魚類資源及遍布奇形怪狀的珊瑚礁岩，是南臺灣重要觀光景點之一。
日月潭慈恩塔,"離開玄奘寺後，往月潭方向走約600公尺，可見一條斜坡岔路通往慈恩塔，自該塔停車場開始步行500公尺的森林小徑，即到慈恩塔。此塔乃先總統 蔣公為感念母恩偉大而建於民國60年（西元1971年）元月，期以昭示國人，克盡孝道，永懷慈恩。慈恩塔位於海拔954公尺的沙巴蘭山上，當初建塔時，所有建料均利用船運過月潭水面，再用流籠送上山，工程相當艱巨，塔高僅46公尺，塔頂正好為海拔1,000公尺。建成後，塔高聳入天，儼然成為日月潭著名的地標建築。從慈恩塔最高層往拉魯島（原名光華島）瞭望，拉魯島、玄奘寺與慈恩塔，約在同一條中軸線上，地形宛若是龍頭伸入潭中取水，拉魯島位於入水處，玄奘寺位於龍頭，慈恩塔則是龍之心臟部位。 慈恩塔入口大門處之「慈恩塔」匾額為先總統　蔣公親題，塔內有一口巨大的鎮塔銅鐘，該塔建成後即懸掛至今。至於蔣母王太夫人靈位則奉於塔前之宮殿式別墅，而塔所在的山頂，空地與草坪廣大，並種了梅、柏等花木，還有石桌、石椅供遊人小憩。"
嵵裡沙灘,嵵裡沙灘綿延1公里餘，並有風積砂丘景觀，海域平緩，海水湛藍，是澎湖本島天然條件最優的海濱浴場。走在由珊瑚和貝殼遺骸構成的海灘上，或享受日光浴，或戲水弄潮，或露營野炊，誠渡假一遊、偷得浮生半日閒的最適場所。
牛軋糖博物館,牛軋糖從明朝流傳至今五百多年的歷史，大黑松小倆口承繼其牛軋糖的好滋味，隨著時代的需求，研發了多元化的口味及包裝。為了紀念世代接替、創業維艱的精神，並且讓民眾了解古早製作牛軋糖的辛苦過程，重新喚起對早期文化的回憶與重現，大黑松小倆口設立了土城牛軋糖博物館，館內設施相當豐富，適合親子共遊，館內的展示區相當多元，也設立了門市部，讓遊客在參觀之餘，可以直接在此選購您要的糖盒、喜餅禮品，包裝精美、可愛，各式各樣的種類口味讓您目不暇給。
觀音亭,奉祀南海觀世音菩薩的觀音亭，位於聞名的澎湖灣畔，始建於清康熙35年（西元1696年），中法戰爭（西元1884年）時一度被毀，而於光緒17年（西元1891年）改建。觀音亭旁即為歐式城堡造型的澎湖青年活動中心，其建材係採澎湖所產硓（石古）石和玄武岩，饒具特色。附近海域則是戲水人潮熙攘不斷的海水浴場，是眺望西嶼落霞美景的最佳地點。
礁溪協天廟,是北部最大的關帝廟，由於宜蘭、基隆一帶的漳州人稱關公為「協天大帝」，所以這座關帝廟就稱協天廟。建於清嘉慶9年（西元1804年），初期只有茅屋3間，清同治6年（西元1867年），鎮臺使劉明燈提督巡查噶瑪蘭，便表請興建協天廟，廟裡的祭典以春秋祭典與乞龜為最大盛事。
白蘭氏健康博物館,"走入以雞精罐造型精心設計入口意象的「白蘭氏健康博物館」，於2008年5月重新改裝開幕後，以關懷健康的角度出發，在寬敞明亮的展示空間打造了「歷史區、品牌區、空中走廊工廠參觀區、健康社區」四大主題，期盼兒童、青少年、上班族到銀髮族，都能在此得到適合自己的健康保健方式，並享受健康快樂的生活。白蘭氏品牌故事
大英皇室的健康祕方 白蘭氏雞精的源起十九世紀時，以好吸收、好滋補的去油雞湯，讓英王喬治四世迅速恢復食慾與健康，御廚韓溫.白蘭先生(H.W. Brand)的雞湯名聲因此傳遍了整個英國上流社會。1835年，他自皇宮退休後，便創立自己的白蘭氏(Brand's)雞精品牌、店面和工廠，從此，白蘭氏雞精就廣受歡迎。1920年，一艘裝著白蘭氏雞精的船首度於馬來西亞和新加坡下錨，白蘭氏品牌從此走進華人世界，同時開啟了白蘭氏雞精在亞洲的扉頁。隨著白蘭氏雞精倍受歡迎程度，白蘭氏於1960年，決定開始大量生產白蘭氏雞精，展開全球行銷計劃。為了符合消費者不同的需求，白蘭氏於1980年代，更推出漢方雞精系列，至今白蘭氏雞精產品在世界各國皆為雞精的領導品牌。"
駁二藝術特區,亞洲新灣區北岸，愛河匯入高雄港交界，地處承載高雄歷史記憶的鹽埕埔，臺灣水岸文創廊帶第一個新亮點。民國89年（西元2000年），倉庫再啟，塵封的記憶重獲延續。緊臨海港的25棟倉庫，沿著西臨港線自行車道，分屬大義、大勇、蓬萊倉庫群三處聚落，注入文藝，澆灌創意，精采變身。以展覽集結夢想、觀點與設計，跨足音樂、戲劇、文創，涵蓋公共藝術、數位影視、街頭表演，每處轉角都新鮮有趣，每個畫面都深刻記憶，構築起海港城市的文化魅力與生活美學。川流不息的創意與人群，充滿城市特質的展演活動，不斷呈現嶄新的概念與樣貌，為文創產值平台紮實奠基。永遠用不完的豐沛活力，永遠不放棄的熱血堅持。凝聚無設限的文創能量與競爭力，這裡是你我最愛的駁二藝術特區。
大坵島,昔日島上有軍隊駐守，現為無人島，但原本聚落、國校遺址仍維持平靜原始風貌，還有大坵堡軍事據點遺跡可供憑弔。島上建有一條生態步道，終點的賞景平台可遠眺高登島。目前無固定航班登島，如欲登島，可參加夏季生態賞鷗活動，視天候狀況有機會登島一遊。金門縣政府與馬管處於每年7~9月推出賞燕鷗海上之旅。行程環繞白廟、中島等島礁一圈，看群鷗飛舞，大坵島可登陸賞鷗。
姑婆嶼,姑婆嶼為吉貝嶼西南方的無人島，全島出露多孔狀玄武岩，但表層卻披覆著含鐵質的石英砂岩層，對比強烈，在澎湖各島中是個異數。島東側有兩處白沙海灣，附近海域為有名的丁香魚漁場，東南側海底則有壯盛的珊瑚礁景觀。此外，姑婆嶼盛產紫菜，入冬產期開始時，白沙鄉的赤崁村民會結隊前往採收，除資源共享外，亦確保紫菜生態不致因濫採而破壞。
高雄市立文化中心,"高雄市立文化中心自民國70年（西元1981年）4月16日成立以來，位於五福一路，是高雄市較早興建的文化場地，不僅是推動港都文化建設的總樞紐，具有文化象徵與指標的意義；也是高雄市民休閒遊憩的重要場所，凝聚許多人的美好回憶。也提供了多元化的文化活動。除了在至美軒、文物館有全年無休的藝術展覽外，至德堂、至善廳幾乎每天晚上都有提供不同的表演藝術。市民藝術大道
「市民藝術大道」的設計理念著重於市民的參與及生活與藝術的結合。大門前的「風之舞廣場」內設有「詩的迷宮」，循著大道上迷宮動線中，你可以找到腳下有著【詩的迷宮】徵文比賽第一名的新詩；兩旁矗立著十座大型的藝術燈座，它叫【風之舞旗桿】，利用風動的原理，帶動旗桿中葉片旋轉，製造出來的五彩光影變幻令人目眩神迷。另外還有光影音樂盒：每座風之舞旗桿下皆設一感應器，當民眾經過時，其光影音樂盒會產生光影及音樂的變化。它還是個時鐘喔！十二座基座處，設置時針及分針(以每15分鐘計)的崁燈，用以顯現目前的時間。這是富有創意的設計，也是目前全國唯一的一座。另外在風之旗桿間設立了十座大型的藝術燈光座椅，微微透著光線的椅背轉軸上刻有一首首徵文的新詩，民眾可坐在休閒座椅上，一邊轉動、一邊就著燈光讀著椅背轉軸上的新詩，並欣賞藝術燈光的變幻，很詩情畫意！由鋼雕藝術家劉丁讚先生雕塑的十幾件鋼雕作品，以高雄重要的產業－鋼鐵為素材，創造出各種造型的藝術作品，充滿高雄特有產業文化的創意，是典型的結合政府大力推動的文化與產業結合的最好例子。市民藝術大道功能充分發揮，每逢週五、六、日本處特別策劃一系列的街舞、雜耍、特技、手風琴、歌仔戲等街頭藝術表演及袖珍捏陶、馬賽克、鋸琴陶笛、棉紙撕畫等街頭藝術家展示活動，益發突顯藝術大道之實質意義。充滿人文風味的公共藝術，結合圍牆拆除後寬敞的庭園空間，吸引許多民眾的留連，或穿梭在「詩的迷宮」中讀詩賞燈，或悠遊在「馬賽克地畫」上尋找高雄的影像，或沿著「石鼓藝術燈箱」瀏覽藝術的多樣風貌，或徜徉在綠意盎然的步道上欣賞鋼雕藝術，在這裡實現了「生活藝術化，藝術生活化」的理想。這是一個結合藝術與休閒的優質空間，也是一條凝聚市民共同記憶的精緻步道，讓你我匆匆的腳步在此駐足，期待一個美麗的邂逅。 "
國立海洋科技博物館,國立海洋科技博物館位於基隆市東側的八斗子，西鄰海洋大學、碧砂漁港；東接東北角暨宜蘭海岸國家風景區，鄰近九份、平溪等風景點；園區內並設有全臺唯一博物館車站月臺，是闔家旅遊和校外教學的最佳選擇。總體來說，本館以學校、家庭團體為目標觀眾，是一座兼具展示、教育、研究、蒐藏、休閒娛樂功能，以激發觀眾「親近海洋、認識海洋、善待海洋、永續海洋」為使命的博物館。主題館目前規劃有海洋科學廳、船舶與海洋工程廳、海洋文化廳、海洋環境廳、及水產廳……等八大常設展覽，其中含有全臺第一個特別為孩童設計、以海洋為主題的兒童體驗場域，非常推薦親子攜手同遊。而區域探索館則分別從景觀、人文、產業切入展示，呈現八斗子區域深具海洋特色的豐富觀光資源。海洋劇場則提供先進的3D、高擬真的影像和設備，使遊客彷彿身歷其境，和魚群逐浪共樂。此外，本館每年度均主辦眾多結合趣味、益智的夏(冬)令營和親子活動，歡迎有興趣的您至海科館官網查詢最新活動訊息，和我們一同探索海洋的驚奇和豐饒。
禪光寺,禪光寺位於中橫公路舊道春暉橋上方，從公路旁的聯絡道路直上，或從鐘樓沿步道直下，通過一座吊橋後也可到達。禪光寺屬佛教臨濟宗，是中橫公路公路上一處僻靜的山寺。
臺中市港區藝術中心,臺中市港區藝術中心於民國82年（西元1993年）起興建，具有地方特色，其中以開放性藝術中心為最大的特色，中心則有演藝廳、展覽廳、國際會議廳、行政區及雅書廊這五大廳，每廳都會有不定期的活動，例如古典之夜、竹雕陶刻展、童玩編織、劇團表演…等等。假日也有來自各地的老人聚集在中心的迴廊即興式的演出南管、唱民謠、演歌仔戲，為藝術中心帶來了熱鬧氣氛。中心位於臺中市清水區，背山、面海臨河並坐擁有一片平原，建在高低起伏的人工矮丘和平地之間，而藝術中心的西北方──大甲溪出口南岸，則是清水最重要的一個自然資源，擁有瀕臨絕種的植物「雲林莞草」及「大安水蓑衣」，每年都會吸引無數的候鳥停留覓食，是賞鳥者的觀光新天地。
員貝嶼,員貝嶼位於澎湖縣東海，形狀彷彿貝殼，也是個依形命名的玄武岩小島，北半部海岸玄武岩柱狀節理發達，北端有稱為「筆」和「硯」的岩柱和海蝕洞景觀，東側則有成扇狀排列的玄武岩柱，猶如百摺裙般，甚具賞景趣味。員貝嶼與白沙島的沙港之間海域，亦有珍貴的珊瑚礁區，蘊藏著豐富的海洋生態。
磺溪書院,磺溪書院位於臺中市大肚區磺溪里，又稱文昌廟，是光緒14年（西元1888年）創建，屬於清末文教建築的傑出作品。廟內供奉文昌帝君，也是當時文人雅士聚會及討論詩文的場所。甲午戰爭後，臺灣被割讓給日本，在日本的統治下，磺溪書院教育事業被迫中斷。臺灣光復後，書院不斷遭偷竊、變賣廟產，院內石柱和石板，早已失落；拜殿已倒塌過半；大殿、門廳及正殿等建築物，都瀕臨全面倒潰狀況，使書院不再擁有當年的風采。直到於民國75年（西元1986年），被內政部正式列為古蹟，並撥款修復及完成規劃佈置，得以計畫慢慢恢復原貌。磺溪書院的格局不像近代的廟宇那麼大，是傳統閩南式合院建築，為介於民宅與孔廟之間的平面結構，細部裝飾及磚作工夫特佳，堪稱臺灣磚工最考究的建築，在臺灣建築史上具有極高的藝術價值。其次屋頂的造型形態特殊，屋頂共分為五個段落，六個燕尾，亦覆有小屋頂並留有通風孔隙，是建築上考究而華麗的作法。
