,Location,phone,address,ip,webisite
535,礁溪協天廟,(03)988-2621,宜蘭縣礁溪鄉中山路一段51號,121.76908/24.818543,http://www.sttemple.org
536,觀音亭,(06)921-6521,澎湖縣馬公市介壽路7號,119.56206/23.567592,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=74749e11-6e95-4a26-864d-100860ddeb05&language=1028&SearchAdvanced=false
537,白蘭氏健康博物館,04-781-0077,彰化縣鹿港鎮鹿工路18號,120.40072/24.077647,http://www.brands.com.tw/Meet-Us
538,駁二藝術特區,07-521-4899,高雄市鹽埕區大勇路1號,120.28165/22.619966,http://pier-2.khcc.gov.tw/
539,姑婆嶼,(06)993-3082,澎湖縣白沙鄉姑婆嶼,119.55555/23.715,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=ce10f1c4-9d4a-43b9-ba32-cb82101b1ed2&language=1028&SearchAdvanced=false
540,大坵島,0836-56534(北竿遊客中心),連江縣北竿鄉大坵島,120.00155/26.246889,http://www.matsu-nsa.gov.tw/User/Attraction-Content.aspx?a=60&lang=1
541,高雄市立文化中心,(07)222-5136,高雄市苓雅區五福一路67號,120.31716/22.628246,http://www.khcc.gov.tw/
542,臺中市港區藝術中心,(04)2627-4568,臺中市清水區忠貞路21號,120.55847/24.270483,https://www.tcsac.gov.tw/
543,禪光寺,(03)862-1100~6,花蓮縣秀林鄉,121.60580/24.159251,Oops!
544,員貝嶼,(06)993-1527,澎湖縣白沙鄉員貝嶼,119.63388/23.648333,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=027ca4a8-790c-45ed-b880-70142bceed76&language=1028&SearchAdvanced=false
545,國立海洋科技博物館,02-24690731,基隆市中正區北寧路367號,121.79760/25.140703,https://www.nmmst.gov.tw/chhtml/index.aspx
546,臺中孔廟,04-2234-2264,臺中市北區雙十路二段30號,120.68996/24.154324,http://travel.taichung.gov.tw/zh-tw/Attractions/Intro/41/
547,磺溪書院,04-2228-9111,臺中市大肚區文昌一街10號,120.53932/24.150077,http://travel.taichung.gov.tw/zh-tw/Attractions/Intro/275/
548,大佳碼頭,02-2720-8889,臺北市中山區大佳碼頭,121.54431/25.076053,https://www.travel.taipei/zh-tw/attraction/details/3
549,張連昌薩克斯風博物館‧觀光工廠,04-2557-8989,臺中市后里區公安路330-1號,120.69427/24.312532,http://sax.org.tw
550,鯉魚山公園,089-841-520,臺東縣臺東市博愛路,121.14214/22.755485,https://tour.taitung.gov.tw/zh-tw/attraction/details/312
551,彭佳嶼燈塔,Oops!,基隆市中正區彭佳嶼,122.07948/25.628805,https://lighthouse.motcmpb.gov.tw/lighthouse_3_34.html
552,美崙山,03-822-7171,花蓮縣花蓮市新興路,121.61416/23.992777,http://tour-hualien.hl.gov.tw/POI/50
553,高雄市立音樂館,07-531-5555,高雄市鹽埕區河西路99號,120.28686/22.627624,http://khh.travel/Article.aspx?a=6411&l=1
554,日月潭玄奘寺,(049)285-0220,南投縣魚池鄉日月村中正路389號,120.91713/23.847372,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/43
555,許新旺陶瓷紀念博物館,02-2678-9571,新北市鶯歌區尖山埔路81號,121.34780/24.950934,http://www.shus.com.tw
556,北回歸線標誌公園,03-996-2726,宜蘭縣蘇澳鎮江夏路17號,121.86509/24.581911,Oops!
557,南方澳南天宮,03-887-5306,花蓮縣瑞穗鄉舞鶴村,121.35789/23.46552,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/52
558,向陽國家森林遊樂區,(089)337-167,臺東縣海端鄉,120.9852/23.2486,https://recreation.forest.gov.tw/Forest/RA?typ=0&typ_id=0700002
559,客家大院,(049)252-2836,彰化縣芬園鄉彰南路三段135巷100號,120.62796/24.002004,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=93&chk=5db7cf89-cff7-4e27-93c8-2020733fe94d&param=pn=1&l=CH
560,寶藏寺,(049)291-2248,南投縣埔里鎮中山路四段1號,120.94323/23.965617,http://www.neweraart.com.tw/
561,牛耳藝術渡假村,037-982-130,苗栗縣銅鑼鄉龍泉15號,120.80249/24.472699,https://miaolitravel.net/article.aspx?sNo=04004648
562,淡水港燈塔,Oops!,新北市淡水區中正路一段87巷,121.42044/25.17711,https://lighthouse.motcmpb.gov.tw/lighthouse_3_13.html
563,漁翁島燈塔,06-998-1766,澎湖縣西嶼鄉外垵村195號,119.46910/23.562543,https://www.penghu-nsa.gov.tw/TravelInformationMapC001200.aspx?appname=TravelInformationMapC00120003
564,永靖餘三館,04-725-0057,彰化縣永靖鄉中山路一段451巷2號,120.54221/23.912403,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=99&chk=5f50f143-08ee-45d3-b4a5-6a2dcc1847e6&param=pn=1&l=CH
565,臺灣府城隍廟,06-223-7316,臺南市中西區青年路133號,120.20906/22.991987,https://www.twtainan.net/zh-tw/Attractions/Detail/682/
566,安平燈塔,Oops!,臺南市安平區漁光路202號,120.14729/22.991041,https://lighthouse.motcmpb.gov.tw/lighthouse_3_35.html
567,國立臺灣藝術教育館,(02)2311-0574,臺北市中正區南海路47號,121.51206/25.032337,https://www.arte.gov.tw/
568,佛光山佛陀紀念館,07-656-3033分機4002,高雄市大樹區統嶺里統嶺路1號,120.44760/22.75501,http://www.fgsbmc.org.tw/
569,臺中港燈塔,Oops!,臺中市梧棲區臺中港一號碼頭遠東倉儲頂端,120.52322/24.28803,https://lighthouse.motcmpb.gov.tw/lighthouse_3_5.html
570,日月潭玄光寺,(049)285-0325,南投縣魚池鄉日月村中正路338號,120.91360/23.852096,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/14
571,塭港堆燈塔,Oops!,雲林縣口湖鄉外傘頂洲,120.04087/23.445875,https://lighthouse.motcmpb.gov.tw/lighthouse_3_26.html
572,鼻頭角燈塔,Oops!,新北市瑞芳區鼻頭路,121.92353/25.12875,https://lighthouse.motcmpb.gov.tw/lighthouse_3_23.html
573,野柳燈塔,Oops!,新北市萬里區港東路野柳地質公園,121.69797/25.21406,https://lighthouse.motcmpb.gov.tw/lighthouse_3_8.html
574,杉原,089-841-520,臺東縣卑南鄉杉原,121.18528/22.831260,http://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/163
575,意樓,04-777-2006,彰化縣鹿港鎮金盛巷,120.43565/24.053000,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=145&chk=ba109a34-b316-40dc-bb23-fccc485192c6&param=pn=1&l=CH
576,海山館,06-223-1380,臺南市安平區效忠街52巷3號,120.16263/23.001414,https://www.twtainan.net/zh-tw/Attractions/Detail/688/
577,國立臺灣工藝研究發展中心,049-233-4141,南投縣草屯鎮中正路573號,120.69185/23.980774,https://www.ntcri.gov.tw/
578,球子山燈塔,Oops!,基隆市中山區中山三路103巷,121.74392/25.14625,https://lighthouse.motcmpb.gov.tw/lighthouse_3_10.html
579,烏坵嶼燈塔,Oops!,金門縣烏坵鄉烏坵嶼,119.45303/24.99200,https://lighthouse.motcmpb.gov.tw/lighthouse_3_36.html
580,將軍澳嶼,(06)999-1575,澎湖縣望安鄉將軍澳嶼,119.53194/23.369166,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=fa35034c-c7e6-47b8-9837-4022407e37f6&language=1028&SearchAdvanced=false
581,北海岸及觀音山國家風景區-和平島遊客中心,02-2463-5452,基隆市中正區平一路360號,121.76383/25.160790,https://www.northguan-nsa.gov.tw/user/main.aspx?Lang=1
582,花蓮港燈塔,Oops!,花蓮縣花蓮市花蓮街1號,121.61353/23.97472,https://lighthouse.motcmpb.gov.tw/lighthouse_3_33.html
583,鹿港文武廟,(04)777-2148,彰化縣鹿港鎮青雲路2號,120.43846/24.048821,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=105&chk=f13ee2ac-03eb-4f6d-89f4-0c6c3f825658&param=pn=1&l=CH
584,十宜樓,(04)777-2006,彰化縣鹿港鎮中山路147號,120.43517/24.053425,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=124&chk=2d0ebabc-61ef-466d-960d-0e379c9ddfe2&param=pn=1&l=CH
585,特有生物研究保育中心,(049)276-1331,南投縣集集鎮民生東路1號,120.80121/23.828355,https://www.tesri.gov.tw/
586,木生昆蟲博物館,(049)291-3311,南投縣埔里鎮南村路6-2號,120.94583/23.965556,http://www.insect.com.tw/
587,四四南村,(02)2723-7937,臺北市信義區松勤街50號,121.56193/25.031330,https://www.travel.taipei/zh-tw/attraction/details/45
588,目斗嶼燈塔,Oops!,澎湖縣白沙鄉目斗嶼,119.60042/23.786306,https://lighthouse.motcmpb.gov.tw/lighthouse_3_30.html
589,東吉嶼燈塔,Oops!,澎湖縣望安鄉東吉嶼,119.66949/23.261298,https://lighthouse.motcmpb.gov.tw/lighthouse_3_31.html
590,Satokoay（舞鶴）遺址,03-887-5306,花蓮縣瑞穗鄉舞鶴村,121.35939/23.470932,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/51
591,王英信美術館,049-257-2123,南投縣草屯鎮雙冬里中正路25號,120.8072/23.989118,http://www.wang-art.com.tw/index.php?lang=tw
592,紅毛港文化園區,07-871-1815,高雄市小港區南星路2808號,120.31792/22.550470,http://hongmaogang.khcc.gov.tw
593,蘭嶼燈塔,Oops!,臺東縣蘭嶼鄉西北端山頂,121.50408/22.081668,https://lighthouse.motcmpb.gov.tw/lighthouse_3_4.html#
594,古龍頭振威第,082-325-643,金門縣金寧鄉北山21號,118.31198/24.478424,http://kinmen.travel/zh-tw/travel/attraction/414
595,高美燈塔,04-2611-3924,臺中市清水區高美路748號,120.55120/24.31260,https://lighthouse.motcmpb.gov.tw/lighthouse_3_7.html
596,七美嶼燈塔,Oops!,澎湖縣七美嶼南角崖頂,119.42820/23.190136,https://lighthouse.motcmpb.gov.tw/lighthouse_3_15.html
597,東椗島燈塔,Oops!,金門縣金城鎮東椗島,118.23840/24.159264,https://lighthouse.motcmpb.gov.tw/lighthouse_3_16.html
598,查母嶼燈塔,Oops!,澎湖縣湖西鄉查母嶼,119.72479/23.534991,https://lighthouse.motcmpb.gov.tw/lighthouse_3_28.html
599,北椗島燈塔,Oops!,金門縣金湖鎮北椗島,118.50499/24.427067,https://lighthouse.motcmpb.gov.tw/lighthouse_3_18.html
600,花嶼燈塔,Oops!,澎湖縣望安鄉花嶼島,119.31628/23.402706,https://lighthouse.motcmpb.gov.tw/lighthouse_3_14.html
601,金山老街,Oops!,新北市金山區金包里街,121.63826/25.221823,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002746
602,澎湖生活博物館,(06)921-0405,澎湖縣馬公市新生路327號,119.57959/23.567222,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=5478950e-af62-4e78-a139-72cc04a7bcdd&language=1028&SearchAdvanced=false
603,貓鼻頭,(08)886-7520,屏東縣恆春鎮,120.73719/21.921678,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006747
604,北埔老街,03-580-2204,新竹縣北埔鄉北埔街,121.05778/24.699805,https://www.trimt-nsa.gov.tw/areadetail?id=83
605,陽明山中山樓,02-2861-6391,臺北市北投區陽明路二段15號,121.55265/25.155589,https://www.travel.taipei/zh-tw/attraction/details/26
606,潮境公園,02-24696000,基隆市中正區北寧路369巷,121.80252/25.142540,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04005331
607,鹿野觀光茶園,(089)550-152,臺東縣鹿野鄉高台路46號,121.12498/22.924001,http://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000151
608,茶二指故事館,049-258-3126,南投縣名間鄉埔中巷32號,120.64390/23.824907,http://www.fingertea.com.tw/
609,農科園區觀賞水族動物展示廳,(08)7620163,屏東縣長治鄉園西一路2號3樓,120.53175/22.715584,https://www.facebook.com/PABP.ECOA/
610,深坑老街,02-26623116,新北市深坑區深坑街,121.61416/25.001435,http://tour.ntpc.gov.tw/zh-tw/Attraction/Detail?wnd_id=60&id=109911
611,女王頭,02-24922016,新北市萬里區野柳里港東路167-1號,121.69312/25.208802,Oops!
612,老梅綠石槽,Oops!,新北市石門區老梅社區沿海,121.54547/25.292104,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002497
613,雪霸國家公園-雪見遊憩區,037-962188,苗栗縣泰安鄉梅園村7鄰雪見10號,121.01333/24.424766,https://www.spnp.gov.tw/Site/Hiking/Xuejian
614,南庄老街,037-823115,苗栗縣南庄鄉桂花巷,120.99919/24.598963,https://miaolitravel.net/article.aspx?sNo=04004432
615,彩虹眷村,0920-162888,臺中市南屯區春安路56巷,120.60998/24.133937,http://www.1949rainbow.com.tw/
616,太平雲梯,(05)257-1215,嘉義縣梅山鄉太平村下坑仔5號,120.60008/23.559601,https://www.taipingbridge.tw/
617,國立故宮博物院南部院區,(05)362-0777,嘉義縣太保市故宮大道888號,120.29271/23.473129,https://south.npm.gov.tw/
618,湖口老街,Oops!,新竹縣湖口鄉湖鏡村湖口老街,121.05698/24.877052,http://travel.hsinchu.gov.tw/Article/Details/0C0CC746-4A27-4323-9BFD-89BA98AAE6DC?collectionid=87D77F74-500C-4F4C-BBCD-BC9DA8A46098
619,華山1914文化創意產業園區,02-23581914,臺北市中正區八德路一段1號,121.52940/25.044126,https://www.huashan1914.com/w/huashan1914/index
620,臺中國家歌劇院,(04)2251-1777,臺中市西屯區惠來路二段101號,120.64057/24.162892,http://www.npac-ntt.org/index
621,小烏來天空步道,03-3821835,桃園市復興區義盛村42號,121.37519/24.79064,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/583
622,竹圍漁港,03-3830993,桃園市大園區沙崙里1鄰漁港路451巷25號,121.24415/25.116838,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/188
623,光點台北,02-25117786,臺北市中山區中山北路2段18號,121.52216/25.053277,https://www.travel.taipei/zh-tw/attraction/details/36
624,壯圍沙丘旅遊服務園區,03-9382420,宜蘭縣壯圍鄉壯濱路二段196巷18號,121.81646/24.743865,https://www.necoast-nsa.gov.tw/Attraction-Content.aspx?a=286&l=1
625,陽明山溫泉,02-28613601,臺北市北投區竹子湖路1之20號,121.54768/25.155667,https://www.travel.taipei/zh-tw/attraction/details/10
626,林初埤木棉花道,06-685-5102,臺南市白河區玉豐里林初埤,120.40994/23.378123,https://www.siraya-nsa.gov.tw/MainWeb/article.aspx?L=1&SNO=04003045
627,淺水灣,037-462101,苗栗縣竹南鎮龍鳳里21鄰龍江街369巷15號,120.86390/24.697823,https://miaolitravel.net/article.aspx?sNo=04004411
628,龍鳳漁港,02-26364503,新北市三芝區淡金公路14.5-16.5公里處,121.46276/25.248238,https://www.northguan-nsa.gov.tw/user/article.aspx?Lang=1&SNo=04002470
629,通霄神社,037-996736,苗栗縣大湖鄉富興村八寮灣2-4號,120.87286/24.398096,https://miaolitravel.net/article.aspx?sNo=04004551
630,大湖草莓文化館,037-752104,苗栗縣通霄鎮中正路8號,120.68289/24.492372,https://miaolitravel.net/article.aspx?sNo=04004475
631,苗栗客家圓樓,037-732940,苗栗縣後龍鎮校椅里7鄰新港三路295號,120.82339/24.603496,https://miaolitravel.net/article.aspx?sNo=04006607
632,高跟鞋教堂,06-786-1000,嘉義縣布袋鎮海興街6號,120.14875/23.377751,https://swcoast-nsa.travel/zh-tw/attraction/details/493
633,張學良文化園區,03-5856613,新竹縣五峰鄉桃山村清泉256-6號,121.10560/24.572706,http://travel.hsinchu.gov.tw/Article/Details/4ECF9245-742D-4BF4-86FE-E83263557BFA?collectionid=F60F0F0D-56DA-4995-8879-2CF3FED7AD88
634,苑港觀光漁港,037-861171,苗栗縣苑裡鎮中山路133號,120.64849/24.460772,https://miaolitravel.net/article.aspx?sNo=04004491
635,汶水老街,037-931301,苗栗縣獅潭鄉竹木村,120.87530/24.457887,https://miaolitravel.net/article.aspx?sNo=04004322
636,永安漁港,03-4861017,桃園市新屋區永安村中山西路3段1165號,121.01506/24.98793,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/314
637,櫻木花道,Oops!,新北市三芝區大湖路,121.47744/25.248488,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002738
638,鹿野高台,089-551637,臺東縣鹿野鄉永安村高台路46號,121.12507/22.923840,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/3
639,東石漁人碼頭(東石漁港),03-3322101,桃園市龍潭區三坑子,121.24799/24.84385,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/337
640,三坑老街,(05)362-1855,嘉義縣東石鄉彩霞大道420號,120.13731/23.450886,https://swcoast-nsa.travel/zh-tw/attraction/details/35
641,伯朗大道,089-862041,臺東縣池上鄉伯朗大道,121.21260/23.098776,https://tour.taitung.gov.tw/zh-tw/attraction/details/430
642,北投圖書館,02-28977682,臺北市北投區光明路251號,121.50637/25.136526,https://www.travel.taipei/zh-tw/attraction/details/212
643,富基漁港,Oops!,新北市石門區富基里臺2線約25公里處,121.53531/25.292606,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002739
644,大溪橋,03-3322101,桃園市大溪區瑞安路一段,121.2839/24.88482,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/1003
645,中興文化創意園區,03-9699440,宜蘭縣五結鄉中正路二段6-8號,121.76973/24.694312,https://chccp.e-land.gov.tw/
646,綠世界生態農場,03-5801000,新竹縣北埔鄉大湖村7鄰20號,121.07110/24.698810,https://www.trimt-nsa.gov.tw/areadetail?id=94
647,多良車站,089-781301,臺東縣太麻里鄉多良村瀧溪路8-1號,120.95866/22.506779,Oops!
648,太平老街,05-533-2000,雲林縣斗六市太平路,120.60304/23.560528,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=61
649,車埕車站,049-277-4981,南投縣水里鄉民權巷2號,120.86611/23.832615,http://travel.nantou.gov.tw/detail.aspx?type=scenic&id=319
650,雙心石滬,06-997-2154,澎湖縣七美鄉,119.44691/23.220255,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=a98c092b-65f5-4b7e-bbb3-de16bf9be2cf&language=1028&SearchAdvanced=false
651,台西漁港,05-698-3947,雲林縣台西鄉海埔地海堤外側,120.17267/23.704214,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=256
652,羅東林業文化區,03-9545114,宜蘭縣羅東鎮中正北路118號,121.77251/24.684067,https://luodong.forest.gov.tw/culture
653,石門風箏公園,Oops!,新北市石門區老梅社區老梅溪旁,121.54894/25.289925,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002496
654,禮納里部落,08-7997418,屏東縣瑪家鄉瑪家村和平路1段63號,120.64406/22.699497,https://www.maolin-nsa.gov.tw/User/Article.aspx?Lang=1&SNo=04005297
655,礁溪溫泉公園,03-9872998,宜蘭縣礁溪鄉公園路16號,121.77626/24.830917,https://travel.yilan.tw/zh-tw/attraction/details/97
656,頂湖自然生態公園,(05)259-3900,嘉義縣阿里山鄉,120.72185/23.491319,https://www.ali-nsa.net/zh-tw/attractions/detail/143
657,大溪老茶廠,03-3825089,桃園市大溪區新峰里1鄰復興路二段732巷80號,121.32838/24.83065,https://www.daxitea.com/tw/
658,巴陵古道生態園區,03-391-2761(拉拉山遊客中心),桃園市復興區華陵村7鄰29號,121.37953/24.681848,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/605
659,虎尾鐵橋,05-552-3159,雲林縣虎尾鎮,120.43718/23.701737,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=86
660,綠色隧道景觀公園,05-582-3200,雲林縣古坑鄉湳仔村湳仔路,120.54098/23.659291,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=79
661,觀音濱海遊憩區,03-3322101,桃園市觀音區中興路458號,121.07466/25.04639,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/591
662,東港漁港漁產品直銷中心(華僑市場),08-8339969,屏東縣東港鎮朝隆路39號,120.44255/22.467915,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006694
663,松園別館,03-8356510,花蓮縣花蓮市松園街65號,121.61546/23.982609,http://www.pinegarden.com.tw/
664,花蓮文化創意產業園區,03-8312111,花蓮市中華路144號,121.60454/23.976134,Oops!
665,舊草嶺隧道,02-24991115,新北市貢寮區福隆村外隆林街,121.95838/25.003949,https://www.necoast-nsa.gov.tw/Attraction-Content.aspx?a=197&l=1
666,再見捌捌陸-臺灣眷村文化園區,07-5812886,高雄市左營區明德新村2、3、4、10、11號,120.28900/22.69249,http://khvillages.khcc.gov.tw/home02.aspx?ID=$8861&IDK=2&EXEC=L&DATA=2254&AP=$8861_HISTORY-0^$8861_PN-1
667,東隆宮,08-8322374,屏東縣東港鎮東隆街21-1號,120.44875/22.463056,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006692
668,篤行十村眷村文化園區,06-926-9100,澎湖縣馬公市新復里,119.56094/23.563854,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=25208dca-5207-494c-92dc-ff370ba1869e&language=1028&SearchAdvanced=false
669,椬梧滯洪池,05-790-6601,雲林縣口湖鄉,120.17352/23.541502,Oops!
670,吉安慶修院,03-8535479,花蓮縣吉安鄉吉安村中興路345-1號,121.56495/23.973784,http://www.yoshino793.com.tw/
671,觸口天長地久橋,(05)259-3900,嘉義縣番路鄉,120.60729/23.438951,https://www.ali-nsa.net/zh-tw/attractions/detail/134
672,神威天臺山,07-6872106,高雄市六龜區新寮村三民路81號,120.61457/22.888189,https://www.maolin-nsa.gov.tw/User/Article.aspx?Lang=1&SNo=04001187
673,荷苞山咖啡園區,Oops!,雲林縣古坑鄉荷苞村,120.58428/23.659567,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=260
674,圓潭自然生態園區,05-259-3900,嘉義縣竹崎鄉,120.65933/23.528943,https://www.ali-nsa.net/zh-tw/attractions/detail/213
675,阿里山森林鐵路車庫園區,05-278-7006,嘉義市東區林森西路2號,120.45204/23.485757,https://travel.chiayi.gov.tw/travel-content?id=10&lang=zh_TW
676,碧雲寺,06-685-2811,臺南市白河區仙草里火山路1號,120.48085/23.325231,https://www.siraya-nsa.gov.tw/mainweb/article.aspx?L=1&SNO=04000664
677,水晶教堂,06-786-2322,臺南市北門區北門里200號,120.12269/23.264280,https://swcoast-nsa.travel/zh-tw/attraction/details/486
678,崎峰濕地,08-8338100,屏東縣林邊鄉崎峰村成功路600號,120.50267/22.431772,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006709
679,貯木池,049-277-4981,南投縣水里鄉車埕村民權巷110-2號,120.86611/23.834521,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/197
680,水火同源,06-682-3481,臺南市白河區關嶺里水火洞10-5號,120.48504/23.322131,https://www.siraya-nsa.gov.tw/mainweb/article.aspx?L=1&SNO=04000652
681,石門婚紗廣場,02-86355100,新北市石門區(2號省道24.3公里處),121.53142/25.287405,https://www.northguan-nsa.gov.tw/user/article.aspx?Lang=1&SNo=04002493
682,雲嘉南濱海國家風景區-口湖遊客中心,05-790-6601,雲林縣口湖鄉梧南村光明路163號,120.18227/23.548206,https://swcoast-nsa.travel/zh-tw/attraction/details/267
683,加路蘭遊憩區,089-280313,臺東縣臺東市台11線157公里處,121.19700/22.806500,https://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/28
684,車埕木業展示館,049-287-1791,南投縣水里鄉車埕村民權巷110-2號,120.86587/23.833774,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/22
685,寶來遊客服務區,07-6883882,高雄市六龜區寶來街1號,120.69865/23.107209,Oops!
686,日月潭纜車,049-285-0666#9,南投縣魚池鄉日月村中正路102號,120.93473/23.852248,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/60
687,美綠生態園區,07-6851111,高雄市美濃區獅山里竹門14-2號,120.58181/22.873483,Oops!
688,牛埔仔草原,05-259-1585,嘉義縣番路鄉觸口村車埕7鄰15號,120.59158/23.443152,https://www.ali-nsa.net/zh-tw/attractions/detail/135
689,水社碼頭,049-285-5668,南投縣魚池鄉水社碼頭,120.91191/23.864501,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/235
690,清水岩寺,04-873-2306,彰化縣社頭鄉清水村清水岩路1號,120.61373/23.886370,https://www.trimt-nsa.gov.tw/Web/ScenicSpotDetail.aspx?Cond=a33fb989-2760-40d5-be83-730e21f55466&DistrictCategory=9fa22625-fdc8-40f8-ba21-e9fd603e57ae
691,大農大富平地森林園區,08-8338100,屏東縣東港鎮鵬灣大道五段50號,120.47736/22.436592,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006698
692,濱灣公園,03-8700870#9,花蓮縣光復鄉農場路31號,121.41772/23.614854,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/193
693,谷關遊客中心,04-25951496,臺中市和平區東關路一段102號,121.00677/24.203326,https://www.trimt-nsa.gov.tw/areadetail?id=768
694,稻荷咖工作坊,06-681-6689,臺南市白河區草店里54號,120.43481/23.389447,Oops!
695,北海岸海灣探索館,02-86355100#174,新北市石門區德茂里下員坑33-6號,121.51911/25.283196,https://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04004318
696,隙頂象山觀景臺,(05)259-3900,嘉義縣番路鄉,120.66397/23.431459,https://www.ali-nsa.net/zh-tw/attractions/detail/140
697,向山自行車道,049-285-5668,南投縣魚池鄉中山路,120.90173/23.852933,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/18
698,樂活襪之鄉博物館,04-872-0522,彰化縣社頭鄉社石路559號,120.60223/23.903237,http://www.loho.com.tw/
699,車埕遊客中心,049-291-6060,南投縣魚池鄉名勝街,23.864970/120.91154,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/379
700,水社商圈,049-277-4981,南投縣水里鄉車埕村民權巷127號,120.86594/23.832053,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/85
701,福井鐵道文物館,04-871-0350,彰化縣社頭鄉社斗路一段336號,120.58521/23.896964,https://www.facebook.com/FuJingShiTang/
702,台灣手套博物館,04-873-6168,彰化縣社頭鄉織襪一路8號,120.60321/23.902685,https://www.good-hand.com.tw/
703,清水岩生態展示中心,04-871-0306,彰化縣社頭鄉清水村清水岩路1-1號,120.61352/23.885726,https://www.trimt-nsa.gov.tw/areadetail?id=129
704,就是愛荔枝樂園,04-859-0909,彰化縣芬園鄉中山路167號,120.62583/24.002222,https://www.trimt-nsa.gov.tw/areadetail?id=185
705,錢來也雜貨店,06-786-2627,臺南市北門區舊埕187號,120.12395/23.268065,https://swcoast-nsa.travel/zh-tw/attraction/details/138
706,八田與一紀念園區,06-6982103,臺南市官田區嘉南里68-2號,120.36480/23.213932,https://www.siraya-nsa.gov.tw/mainweb/article.aspx?L=1&SNO=04003037
707,隘門沙灘,06-9216521,澎湖縣湖西鄉隘門村,119.63890/23.554780,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=b1a218f8-898e-4c93-85f7-e82513cb6fe8&language=1028&SearchAdvanced=false
708,大菓葉柱狀玄武岩,06-921-6521,澎湖縣西嶼鄉池東村10號,119.51638/23.595361,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=d04d4a89-9d51-495a-a317-2aa1c00ea0e7&SortType=1&SearchAdvanced=False&Language=1028
709,關山米國學校,089-814903,臺東縣關山鎮昌林路24-1號,121.16873/23.061021,https://tour.taitung.gov.tw/zh-tw/attraction/details/459
